scenario,scenario_size,seed,episode_steps,social_welfare,completed_tasks,generated_tasks,completion_rate,drop_rate,deadline_violation_rate,avg_latency_ms,p95_latency_ms,avg_node_utilization,load_imbalance,overload_count,allocation_overhead_ms,policy_inference_time_ms,total_decision_overhead_ms,slot_share,payments_sum,payment_robot_sum,payment_task_sum,node_compensation_sum,average_externality,externality_mean,externality_p95,externality_max,cluster_count,avg_cluster_size,graph_cut,welfare_loss_vs_global,method,mode_profile,externality_utilization_corr,externality_latency_corr,externality_queue_corr,relative_welfare_gain_vs_fixed_heuristic,relative_welfare_gain_vs_fixed_auction,relative_overhead_reduction_c_ample_vs_ample
stable_warehouse_load,Warehouse-M,0,80,1131.4115004022133,118,170,0.6941176470588235,0.3058823529411765,0.0,20.715998343833547,63.63813655752216,0.05857798433762905,0.09328916771002475,0,1.3286328521644464,0.07112398816389032,1.3997568403283367,0.013997568403283367,2.886579864025407e-14,2.886579864025407e-14,2.886579864025407e-14,203.86946623608168,2.4462541220554296e-16,2.4462541220554296e-16,1.7763568394002505e-15,3.552713678800501e-15,0.8625,2.125,0.0,0.0,c_ample_amr,default,,-0.05930768355436145,,1.3007179166798926,0.06503902280524551,-1.1952018410295038
stable_warehouse_load,Warehouse-M,1,80,1098.7581853748839,113,171,0.6608187134502924,0.3391812865497076,0.0,18.66040169666127,46.227439135717994,0.051479289918770196,0.08483450229034661,0,1.2465119511034572,0.09902963611239102,1.3455415872158483,0.013455415872158483,1.5987211554602254e-14,1.5987211554602254e-14,1.5987211554602254e-14,169.77701002683932,1.414797482708164e-16,1.414797482708164e-16,8.881784197001252e-16,3.552713678800501e-15,0.9,2.1375,0.0,3.265245342585331,c_ample_amr,default,,0.008275806857787954,,0.5369411142934557,0.04374805550800709,-1.1757134490972208
stable_warehouse_load,Warehouse-M,2,80,1116.8697143333152,126,200,0.63,0.37,0.0,18.36007169745152,58.68699850568683,0.059369739070250005,0.09524195800275624,0,1.6112243880343158,0.09554894968459848,1.7067733377189143,0.017067733377189143,6.417089082333405e-14,6.417089082333405e-14,6.417089082333405e-14,232.20901735703407,5.0929278431217495e-16,5.0929278431217495e-16,3.552713678800501e-15,7.105427357601002e-15,0.925,2.5,0.0,14.464860294458049,c_ample_amr,default,,-0.10526963293726345,,1.4632744959338346,0.06971513096795799,-1.4272115303252735
stable_warehouse_load,Warehouse-M,3,80,1623.7125130022805,159,216,0.7361111111111112,0.2638888888888889,0.0,24.335705372097106,84.56195122135007,0.09860021629634476,0.1345266273802924,0,1.897930200357223,0.10974851393257268,2.0076787142897956,0.020076787142897956,3.334995123902957,3.334995123902957,3.334995123902957,404.1600463429495,0.020974812100018597,0.020974812100018597,3.552713678800501e-15,3.3349951239028783,0.9875,2.6,0.14671004311279487,0.0,c_ample_amr,default,,0.3986797651844405,,0.8294475334584211,0.06090706832156108,-1.1717523790956008
stable_warehouse_load,Warehouse-M,4,80,1218.3448376485226,127,178,0.7134831460674157,0.28651685393258425,0.0,18.421981195083827,50.231180202127916,0.06000404269578226,0.09035569128424142,0,1.3384198227868183,0.0871875246957643,1.4256073474825826,0.014256073474825826,5.240252676230739e-14,5.240252676230739e-14,5.240252676230739e-14,236.06719817093307,4.126183209630503e-16,4.126183209630503e-16,3.552713678800501e-15,3.552713678800501e-15,1.0,2.1375,0.13637016770936478,0.006022262808983214,c_ample_amr,default,,0.046411714778921205,,0.9505177596948076,0.05632445942478442,-1.067317927513428
stable_warehouse_load,Warehouse-M,0,80,530.384618693009,145,170,0.8529411764705882,0.14705882352941177,0.0,19.190592267040422,60.275470069942436,0.06284168134737364,0.09791038282749308,0,0.523643786800676,0.0,0.523643786800676,0.00523643786800676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random_modes_heuristic,default,,,,0.07853366748052171,-0.5007295614346134,
stable_warehouse_load,Warehouse-M,1,80,746.3782761675332,133,171,0.7777777777777778,0.2222222222222222,0.0,19.237395217443865,57.09993292253084,0.060642257312326406,0.08985669897658259,0,0.4814813000848517,0.0,0.4814813000848517,0.004814813000848517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random_modes_heuristic,default,,,,0.04403268592348741,-0.2909896965568593,
stable_warehouse_load,Warehouse-M,2,80,562.6823461355553,165,200,0.825,0.175,0.0,21.978763770248914,62.82378580270942,0.08948266303119526,0.12549412025113224,1,0.5522025847312761,0.0,0.5522025847312761,0.0055220258473127615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random_modes_heuristic,default,,,,0.24100515463908595,-0.4610742758397321,
stable_warehouse_load,Warehouse-M,3,80,1024.1437943581961,190,216,0.8796296296296297,0.11574074074074074,0.004629629629629629,23.133290223346584,76.03633642057753,0.11386100526725793,0.1504441459648203,3,0.6251583377888892,0.0,0.6251583377888892,0.006251583377888892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random_modes_heuristic,default,,,,0.1539095273897904,-0.33084127780522465,
stable_warehouse_load,Warehouse-M,4,80,647.8801275393864,163,178,0.9157303370786517,0.08426966292134831,0.0,18.050850052521355,52.57943558980823,0.07338145797269849,0.11362711260214531,0,0.5270416510029463,0.0,0.5270416510029463,0.005270416510029463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random_modes_heuristic,default,,,,0.03722825908461927,-0.43827756777302856,
