scenario,scenario_size,method,mode_profile,social_welfare_mean,social_welfare_std,completion_rate_mean,completion_rate_std,drop_rate_mean,drop_rate_std,deadline_violation_rate_mean,deadline_violation_rate_std,p95_latency_ms_mean,p95_latency_ms_std,avg_node_utilization_mean,avg_node_utilization_std,total_decision_overhead_ms_mean,total_decision_overhead_ms_std,slot_share_mean,slot_share_std,externality_mean_mean,externality_mean_std,payment_task_sum_mean,payment_task_sum_std,externality_utilization_corr_mean,externality_utilization_corr_std,externality_latency_corr_mean,externality_latency_corr_std,externality_queue_corr_mean,externality_queue_corr_std,relative_welfare_gain_vs_fixed_heuristic_mean,relative_welfare_gain_vs_fixed_heuristic_std,relative_welfare_gain_vs_fixed_auction_mean,relative_welfare_gain_vs_fixed_auction_std,welfare_loss_vs_global_mean,welfare_loss_vs_global_std,relative_overhead_reduction_c_ample_vs_ample_mean,relative_overhead_reduction_c_ample_vs_ample_std
scalability_sweep,Warehouse-L,qmix_heuristic,default,1112.6855991268237,154.0518414486385,0.8585585069741043,0.05485154329134459,0.14144149302589565,0.05485154329134459,0.0,0.0,46.01258743782188,8.205888354810932,0.046217815457721204,0.010063376821974071,2.441873634525109,0.3061852027771691,0.02441873634525109,0.0030618520277716902,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.3206517865844937,0.10383898904142691,-0.1636744814577403,0.051672034531659805,0.0,0.0,,0.0
scalability_sweep,Warehouse-L,ample_amr,default,1565.6193483576794,214.64399290304198,0.7451412664870416,0.048297956299341596,0.25485873351295835,0.04829795629934159,0.0,0.0,50.51680625249127,7.49677919045678,0.042702876555030446,0.010094950753970785,2.795164666119187,0.6555078093621896,0.027951646661191865,0.006555078093621896,8.432842263352228e-16,2.732731891018792e-16,1.2541079286165767e-13,4.854770567729042e-14,-0.0048689751754862395,0.0,-0.004591886525102271,0.0369230896702525,,0.0,0.8663779720859257,0.24165740390940824,0.1751311575463374,0.01557702351169466,0.0,0.0,,0.0
scalability_sweep,Warehouse-L,c_ample_amr,default,1557.4849444327815,210.35828980542357,0.7397840369915893,0.0522600867634094,0.2602159630084107,0.0522600867634094,0.0,0.0,48.9918292176285,9.947157636290733,0.04269014286956826,0.011700967350201378,6.108946264624441,0.835395183941543,0.06108946264624441,0.008353951839415433,4.452200705122908e-16,2.5210804042301934e-16,6.24833518259038e-14,3.1123335731304746e-14,-0.021518704757035063,0.0,-0.0252857972521874,0.104258265074571,,0.0,0.8571208878819908,0.23896724536762318,0.16933885133271023,0.011706851384504492,10.943221972447919,11.643787886753884,-1.2223212240990815,0.21345654530434435
scalability_sweep,Warehouse-L,random_modes_heuristic,default,872.4857990701673,139.9237578117059,0.8483716210208254,0.054104729891111175,0.1506575051927669,0.055675516984674725,0.000970873786407767,0.002170939783980378,58.19512933429644,8.0265220538672,0.04968331925231842,0.008416047262000757,2.063432489327776,0.23931357609935489,0.02063432489327776,0.00239313576099355,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.031521160246252775,0.0596385632001606,-0.3428138763690928,0.08152453605582459,0.0,0.0,,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,286.49409262052546,71.47634696743756,0.8428084972095862,0.03563293453830931,0.155339650938562,0.033382412701078244,0.0018518518518518517,0.00414086662499961,68.41837544314048,17.756935166601025,0.06188033167072132,0.010028530116184715,0.401269020124649,0.024573052139049225,0.004012690201246489,0.0002457305213904924,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,-0.5126731286669634,0.10593384884375544,0.0,0.0,,0.0
scalability_sweep,Warehouse-M,fixed_auction,default,586.2903783768413,61.52678605577228,0.6613390974824732,0.037633949763001696,0.33866090251752684,0.037633949763001676,0.0,0.0,67.0829732903376,20.239691493907408,0.04989614009092451,0.006608569330480448,0.43332263060923043,0.04158604904131074,0.004333226306092305,0.0004158604904131075,3.227033425432029e-16,8.622807940538781e-17,2.0561330416057898e-14,5.545783492195147e-15,,0.0,-0.032717528521983806,0.07000520663762312,,0.0,1.1363390526065202,0.49451464618567986,0.0,0.0,0.0,0.0,,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,343.87214049492667,85.96534625228927,0.8593590603118735,0.037720642999335974,0.13878908783627478,0.03691031223048619,0.0018518518518518517,0.00414086662499961,64.02181493812594,15.14138970701602,0.057697417140151606,0.008933482655408612,0.4798708823121463,0.023830951672988168,0.004798708823121464,0.0002383095167298817,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.2044388575169919,0.09816009659732641,-0.4172556478275153,0.11219178253397369,0.0,0.0,,0.0
scalability_sweep,Warehouse-M,ample_amr,default,619.9538202216779,66.46706443419406,0.6840839821602073,0.038224094632950734,0.3159160178397928,0.038224094632950706,0.0,0.0,62.68412124344138,15.441715762331869,0.045293614652018824,0.007111208676327049,0.519021122988003,0.038795027740888735,0.00519021122988003,0.00038795027740888766,0.003774191087551399,0.0084393478318383,0.260419185041046,0.582315000396843,,0.0,0.040430087899211,0.08729363005738042,,0.0,1.2612108359835834,0.5407645377580511,0.057225866719863204,0.013185831744167433,0.0,0.0,,0.0
scalability_sweep,Warehouse-M,c_ample_amr,default,621.083557569528,62.01209572423754,0.6768197356854344,0.05525347722812905,0.3231802643145656,0.05525347722812904,0.0,0.0,63.767084177237926,23.010351156843868,0.04700684799760084,0.005556672705399983,1.0160570659597092,0.14151334038540236,0.010160570659597095,0.0014151334038540234,0.00047803376387022586,0.0010689159915530104,0.030594160887695176,0.06841062345939226,,0.0,-0.01686811951878431,0.13908323971795494,,0.0,1.2637715066943367,0.5200512575578499,0.05990229526710753,0.025678420517462767,4.825595673228077,6.6889618898453325,-0.9632534486736741,0.29463978142884545
scalability_sweep,Warehouse-M,random_modes_heuristic,default,324.0509049546912,70.31309536884191,0.8534884494412625,0.03775084858008433,0.14465969870688564,0.03493367714906823,0.0018518518518518517,0.00414086662499961,63.234651086903185,8.561788724056298,0.0598591204243558,0.012124909411892235,0.3875635834992863,0.029542971510885217,0.003875635834992863,0.0002954297151088524,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.1611899656100008,0.2625929661349247,-0.4492294929751434,0.09530534495788717,0.0,0.0,,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,491.9124430478215,145.49081539984144,0.8584981829355695,0.10716263231292457,0.1415018170644305,0.1071626323129246,0.0,0.0,59.3994045319267,14.138053372445285,0.021534759113549545,0.004470500040575454,1.0554411225408935,0.12081224798295911,0.010554411225408938,0.001208122479829591,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,-0.3289956463177491,0.18178186383801442,0.0,0.0,,0.0
scalability_sweep,Warehouse-M+,fixed_auction,default,736.7544835482342,118.70774625185611,0.7390760120433442,0.09062759470369879,0.26092398795665583,0.0906275947036988,0.0,0.0,76.80362595592153,15.327494242881071,0.021606305494298962,0.0043846933292397885,1.0614681939478032,0.1235691111603945,0.010614681939478033,0.0012356911116039439,5.584324321027164e-16,8.802191704650114e-17,4.003464226798315e-14,9.86837771619702e-15,,0.0,-0.07181383590573728,0.0657145514946271,,0.0,0.5882095900562887,0.4618262092438392,0.0,0.0,0.0,0.0,,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,428.18940711970754,115.83044735327101,0.8426237266799881,0.11299013312842489,0.15737627332001197,0.11299013312842487,0.0,0.0,57.313077502713256,4.429112890168233,0.02202826178284521,0.0029465380105275813,1.0421448767495654,0.10799038188240843,0.010421448767495652,0.0010799038188240853,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,-0.11749165050256742,0.0869518458127935,-0.4161173323077462,0.13504164070045538,0.0,0.0,,0.0
scalability_sweep,Warehouse-M+,ample_amr,default,687.6897640573803,113.94990836667748,0.707024069229151,0.08645355617063849,0.2929759307708491,0.08645355617063849,0.0,0.0,66.49322667961538,19.158467880357424,0.02078504456235327,0.0018241271518183073,1.0648871385880434,0.12701234964517108,0.010648871385880434,0.001270123496451711,3.288704500564e-16,1.7852602280158543e-16,2.2515322939398176e-14,1.262494934246888e-14,,0.0,0.034236311053503145,0.16906412089613365,,0.0,0.4901927874546218,0.48026337259385066,-0.066517160710895,0.04473147518022948,0.0,0.0,,0.0
scalability_sweep,Warehouse-M+,c_ample_amr,default,688.150534086117,106.16438054703299,0.7086294236112748,0.07799201819064142,0.2913705763887252,0.0779920181906414,0.0,0.0,57.910588609862785,7.459034769562047,0.02060786581684757,0.0016620763632455302,2.141123332839925,0.3962711830404067,0.021411233328399247,0.003962711830404066,2.9372503135395274e-16,1.3904096698157998e-16,2.007283228522283e-14,1.0695775913837183e-14,,0.0,-0.053479178768475445,0.0743660706776022,,0.0,0.48938955768461784,0.46313485038263613,-0.0643384268154916,0.04138184665885723,3.862417223038915,4.630312633888247,-1.000533457515994,0.16110123155882655
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,537.7452579743456,112.70397057880685,0.8522422173511103,0.1099272353502697,0.1454589320741771,0.11149498600382826,0.0022988505747126436,0.00514038615517193,54.280964125794796,14.59144736425852,0.019896562437722382,0.004615138666468137,1.0531661033746786,0.1710461632634047,0.010531661033746786,0.001710461632634047,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.1216319969629576,0.14861895330875552,-0.2680807161995423,0.11409891254396808,0.0,0.0,,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,338.80898911173136,134.2736260573539,0.8114139524268834,0.12504169530828185,0.18858604757311653,0.12504169530828188,0.0,0.0,85.15921647218906,21.3981840754858,0.05336491482968211,0.01683313120382851,0.10807929356815293,0.02106537644860251,0.0010807929356815293,0.00021065376448602504,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,-0.24145851839968024,0.18328930320850317,0.0,0.0,,0.0
